niche,channel_id,title,subs,total_views,video_count,age_days,passed_gates
economics,UC_y738LM5ciJy-2cCkB9d6g,Modern Money Explained,34,38399,43,5415,0
economics,UCXMltjFc-3gHvdcjlVtntcQ,USA Money Explained,10,3213,6,147,0
economics,UCUh5m4D_bSOqw7cJF8EQ8Dw,Finance Simply Explained,18400,588210,67,350,1
economics,UCTSIWnPKvZfN08H2sGfkNZA,Money Explained,1,107,3,489,0
mythology,UCdR3Ms08oSCzih6p0FsDRcg,LIVING MYTHOLOGY,34000,2846297,429,1433,1
mythology,UClvGkTrwgsSxuABA3Fv_xQA,Ancient Mythology Explained,6,2237,12,677,0
mythology,UC3OdvPCG6N759LhjNiDh0jQ,Jake Doubleyoo,558000,78915104,121,4114,0
mythology,UCD-h-LC0DpWQaBw6FlgSKHA,Ancient History & Mythology Explained,2,243,9,52,0
mythology,UCGtq8XcFzCODDIukrckREQg,JP MYTHOLOGY GYAN,1,40,2,669,0
mythology,UCjlyND7vChryxiVt5kn3WNA,Chinese Mythology Explained,78,9831,20,47,0
mythology,UCxX2tpwhi913wDcFXoD7Fow,History & Mythology Explained,0,178,3,68,0
mythology,UC4FGudNOKwlD2656HETiM0w,Indian Mythology Explained ,184,34535,18,292,0
mythology,UCsz8Fs56FY_96oJ9JSEpmHQ,Mythology - Folklore A-Z,138000,11848726,392,3769,0
mythology,UCz5Su-9IRHBUQmH35EUykHw,World Mythology Explained,61,13377,20,722,0
mythology,UC5Ui66o094iOqtKK1rmRBVw,Mythology explained by AI,0,64,2,44,0
mythology,UC32Xk_SPl0jPviK17dcdE2A,Greek Mythology - Explained ,1,118,1,175,0
mythology,UCAL2XAP9K4z1fV6Z1chfKhA,True Mythology,9970,433652,73,1110,1
mythology,UCMNO5DyuBpWRlWwTjqaP6RQ,Mythology Explained,220000,21957625,238,1998,0
mythology,UCQAke67ddxifaOiX-rwjiNw,Mythology Matters,24000,52503,34,974,1
mythology,UChNajzYKFKAgKMwVjSI8-tw,Mythology,0,0,2,1,0
mythology,UCx6BRv_H1lCAxZXQauyNB2w,Hindu Mythology Explained,1860,1025197,241,2879,0
mythology,UC5BH4eDDTTYFEYXY2AHfojg,Mythology Explained,994,0,0,953,0
mythology,UC_EL76E-4NigSYB0UlUMM8A,Easy Mythology Explained,0,15,1,170,0
mythology,UCAv9JbpHVSS1l1_VWpcL7Og,Indian Mythology Explained,2,52,3,217,0
mythology,UCodbH5mUeF-m_BsNueRDjcw,Overly Sarcastic Productions,2560000,868852509,926,5591,0
mythology,UC9RByKhQ_9afzRUGCG8MFMQ,Mythology Explained,6,481,7,737,0
mythology,UCU4yfCCgXTUYcSPI0_5rP9w,Raconteur - Mythology & History,93600,8710703,81,2248,0
mythology,UCcJmoSiVXpbCK3SpGifPxAg,Mythology with Mike,11300,607521,92,5916,0
mythology,UC1MHmB4iLSI4bpdYaZdzW6Q,Mythology Explained,2,322,7,975,0
mythology,UCtFqRtYShmUp1-MowdN26SA,African Mythology Explained,224,10355,14,649,0
mythology,UCrmbXw1ljqqxfggVmIHcQZw,Mythology Explained,0,982,15,462,0
mythology,UCuUZlNK4EClI8j2g8fdStfQ,Mythology Explained by Manish,27200,3403267,37,246,1
mythology,UCAzGe8uTi5o7CoglEdi_63g,History and Mythology,73800,8061557,446,1632,0
mythology,UCGpXM5yOgFsYfNyeoc9hz9g,World Mythology Explained,4,1503,4,4408,0
mythology,UC_Siso8LcjvKJ9MRIHG6J_Q,Mythology Explained Shorts,42600,17275336,39,2216,0
mythology,UCjUOlZTn6YKqJwLcUFE0CKA,Mythology & Fiction Explained,1,12,1,836,0
mythology,UCPPesvpcJzkYOvK_DHTs7gw,LOST EXPLAINED,54300,4136476,56,3852,0
mythology,UCoCbOTi0L7ny4YYs44dR7dg,Mythology,4,533,6,36,0
mythology,UCX03lOmgl3iRAzj8yPFxcVQ,Jon Solo,1830000,571418058,1124,5749,0
mythology,UCHrVSAiialonjYDUuhyTm5Q,Chinese Mythology Chinese Mythology Explained,7,1835,40,341,0
mythology,UC2b7L2a2ATLVzuKfAHlg-Fw,Primitive Mythology,590,72199,20,146,1
mythology,UCh7fDw3PlAXTqtqwy068z4A,Mythology Explained Hindi,13,181,4,156,0
mythology,UCilXC5GUeKQ_XURW49BhuPQ,Hindu Mythology Hub,54,4067,25,134,0
mythology,UCDxdRnwEC5XPWhSqPHEoF6Q,Mythology Explained,2,7,1,1172,0
mythology,UCdseO93ajD_kwtVvaZCqQGg,Greek Mythology Explained,1970,129252,24,333,1
mythology,UCGgfOy0Mg6ETJm-MkEnK0Og,Gods & Goblins: Mythology & Folklore Explained,34,3324,6,190,0
mythology,UCgYdA9aB4_Je-GSSwGaleDg,Mythology Decoding AI,2,0,1,6,0
mythology,UCAw0kwxmYE70AKocQD9MQgQ,Mythology Explained Español,2000,94099,41,1316,1
mythology,UCWjEf3kf_RBP6MGzxoKrhIg,Mythology X Files,175,42886,47,150,0
mythology,UCE88N-Cv1jWlpHfGkJvb9GA,KNOW MYTHOLOGY,326,26472,42,211,0
mythology,UCW_MH48EbtoaTAguNP7vGtQ,Mythology Board,2,130,4,9,0
mythology,UCGo6d-mEC0BvHdHh9Qb1Ljw,Mythology Explained,0,6,1,807,0
mythology,UCafx97cEzi9aSXRJ040vb5Q,Myth Explainer,18400,2758148,35,429,1
geography,UC9cpGw2hVv-6G-76HO22jQg,Sudarshan Gurjar Unacademy,945000,127127008,958,4736,0
geography,UCzZtvFdl9-UTTDnyDG5QF9w,Geography Breakdown,22,31715,20,241,0
geography,UC8-1HhXVT4jk8XIMeTM5l5Q,GEOGRAPHY IS FUN,46,20775,33,386,0
geography,UC4AfSrsPniipcgOY67jB6JQ,Geography of All Countries,122,8472,21,311,0
geography,UCtqNgkG6D9ELnooHxN2D1qA,Geography Easy Learning,58,2580,24,91,0
geography,UCGh6eX_ezPYrG2AAFm9oJAg,5 Minutes Geography,989,52024,19,927,1
geography,UCU3aC9YWXi0SQaeTi01A0mA,Let's Go Geography,1550,352993,32,3323,0
geography,UC4o7cAaKbNEkvAx5eBfn_wg,Geography for breakfast,34,13735,19,134,0
geography,UCP2xDVP-cSH7EjZIwwI4LGw,Geography Explained,3,7083,6,3865,0
geography,UCkzVHtqeNp8fTrRuVAOsWgg,Geography Explained,0,9,2,148,0
geography,UCmmPgObSUPw1HL2lq6H4ffA,Geography Now,3900000,708882630,1292,4350,0
geography,UCRgMIwmmh1-2k5HeTQ2cdkQ,Gaurav Thakur,7380000,754599678,431,3419,0
geography,UCYGi7Yu-h5srOlWApX6zreQ,Geography Here,475,68044,25,257,0
geography,UCPXbvJMCmlIa0rb-0T-13NA,Geography Explainer,72,11935,7,5869,0
geography,UCiznrrWaJrLv-aFEy6Q3eTw,Geography World,6590,462401,35,3668,0
geography,UCTtUyr22CgTS5gxwfMaoL1g, Geography by Manisha Detha,8,2745,9,39,0
geography,UCNFSmw2mZfT29S_a7DWaKmA,Geography in 60',7,5980,9,71,0
geography,UCpVm7bg6pXKo1Pr6k5kxG9A,National Geographic,26300000,7054812435,11427,7388,0
geography,UCBXPcEpjKiQhaTXH2OcYqmg,Geography Explained,3880,2228021,103,427,1
geography,UCSi4DHWxso1iMQ_xfUbHAoA,Map Geography,24,15859,35,126,0
geography,UCzHIoLdss_1M_Iw6OxRKKEg,geography,3410,795440,26,53,1
geography,UCQu-3i0bk5owVey_9LQx1-g,Geography Explained,21,17818,7,1561,0
geography,UCP5tjEmvPItGyLhmjdwP7Ww,RealLifeLore,7930000,1965592684,497,3817,0
geography,UC0m1jIs-cNcQkUCs2Zb5Bvg,Geography For All,383,139537,81,376,0
geography,UCbfBFlMglqjaSIIRzTivB2Q,Earth Basics,44900,11128936,206,1337,1
geography,UC8SFW_mlVgbHO955hl6Tfvw,Daniel Steiner,347000,53944991,79,5406,0
geography,UC0VvEu3KkRoN8krbdnrh57g,World Geography Explained,0,425,46,31,0
geography,UC4Xk43Esnj0VBam33YgzVmg,Geography and History With Fun,1180,115625,26,464,1
geography,UC6vncsTa6myNrqgHXTYrXPQ,CAPS Geography and History Explained,39,1142,4,155,0
geography,UC81EB-mcfpHUgPrgjC9OJuw,Geography Atlas,152,140724,23,45,0
geography,UCGMdjF70GnRrHPTnaFgA3tQ,Geography Case Studies,13900,1368283,105,2363,0
geography,UCFVH1ZrtBd-xsLDAQUBsL0w,Geography Explained,2,356,153,79,0
geography,UCS9M2wH1lWygAwW_MZ910TQ,Geography Nuts,7930,1514748,813,2220,0
geography,UCgObkBQsKe74G5TiQ_GpO7A,Geography Explained,37,22017,47,170,0
geography,UCpEH7hF0elemU6ZhRUuWpYw,Geography Facts,9,9604,10,113,0
geography,UCO_biEUmMGgKOYvTUfCu4Dw,Geography Explainer,1440,244761,8,357,1
geography,UCdCPeOS_ars3sks6YrGTWjg,Geography Facts,1790,116797,56,1089,1
geography,UCFbkvi0Syfeuhs5XOQLk0jg,Geo Study,840000,206491326,193,1035,1
geography,UCPcABVoFfCK5gDfX0PY1KGg,Drew Durnil,1560000,1146098023,5764,4898,0
geography,UC8XMhVVn0ZjJDPR6o4KXMEA,Geography with Dave,81200,7472593,75,2291,0
geography,UCFaSR7gUU39qJe-eDSiGY0A,Geography Geek,372000,44578746,132,3766,0
geography,UCJYOuJKVeWi5KmUfnWfy_Uw,Geography Explained,0,436,7,113,0
geography,UC7-Z34pbJ0ZAOJRmUCEz0Cg,Geography By Geoff,1060000,260550957,510,1787,0
geography,UCWkB-JI5VaQLmV-BkrpBGdw,Everything Geography by Thapelo,31300,3153920,74,4790,0
geography,UC4or-OYqdlBnL-M-5cMPcFw,Geography Explained,1,505,1,145,0
geography,UCd15dSPPT-EhTXekA7_UNAQ,JackSucksAtGeography,1760000,908431478,993,2314,0
geography,UCjE9oosITb_DAI8EMcsQ5TA,KLT Geography,166000,80643706,329,1462,0
geography,UCpXhqdA3BNiiVrDzDXFAipQ,Geography Explained,15,2966,2,965,0
geography,UC0KQl0l8LoEzKHddTcRyNyA,Geography Answers ,1750,1550277,205,669,1
geography,UCPygkMfs6jx0qVxab7RsqYg,Geography Secrets ,4830,1219022,166,3835,0
medicine,UCJG0Y9ORtiMOFkMZbeRgrbg,Human Body Explained,0,791,3,152,0
medicine,UC9GexBL8teHLJ9wAHEyjwPQ,Human Body Explained,121,32195,37,238,0
medicine,UCjB_TB1gyZVm7xkoCEtPKrQ,THE HUMAN BODY EXPLAINED ,3,89,7,163,0
medicine,UCPb0DNW8hkvJRJMJCePnDQA,How Your Body Works,4,17,2,43,0
medicine,UCGF1fFU3-rU_aGaBV7VJUaQ,Human Body Explained,38,4182,44,1050,0
medicine,UC8V9BBLB0bFpz1QU3knjIbA,Anatomy Explained,1,9,3,126,0
medicine,UCs-himPBw3cP57DGXxyH0QA,HumanBody Explained,0,0,1,237,0
medicine,UCT7vKwukrVHqlMkTelQSghA,The Body explained ,3,52,3,111,0
medicine,UC45PP9G_N-L0NnPRCIJpnvw, Human Body 3D Explained,11,12157,18,227,0
medicine,UCmxZgfEL5NEIVxn7ekCvdLw,Human Body Hub,32,27417,30,37,0
medicine,UC7t0i89pNX9Pkwsrq0XIhPw,BODY EXPLAINED,104,14080,19,3604,0
medicine,UCgv30n6X2j2Fv_Ah3sffY6A,explore the human body,47,10787,25,238,0
medicine,UCRXpuBoGcCcU4X4OSq5gagg,Human Body Explained,20,10346,8,190,0
medicine,UCD1yRS80g-zzAK1csJXDsEA,Human Body,4,2837,11,43,0
medicine,UCBdmwF_PSbwPlQHNd7YzUtQ,How Your Body Works,2,9,9,180,0
medicine,UChfm_g0g0tThNuHYtFAIp_A,Human Body Explained 3D ,13,6364,6,223,0
medicine,UCMl3rKWsLyeWuS_9vRERGFA,INSIDE THE HUMAN BODY,13,0,0,80,0
medicine,UCxrwjVt3yPLxMG1cjH01PeQ,Human.bodyexplain,1,2,1,205,0
medicine,UChOqvELGP1ThJek3diozZNw,Anatomy Explained,3,68,7,5,0
medicine,UCjiF-DWSTpJTiHByLNKf4cg,Human Body Explained,0,237,5,743,0
medicine,UCSDPZY4jAQ9qPjJZNG30pyw,Anatomy-Explained,6,85,3,220,0
medicine,UCT9t54VcErEiPaWflH2k2Tg,Inside the Human Body,236,25063,24,161,0
medicine,UCZUFx-0ljfrZDc_VN8oFNVw,Human Body Part And Work,10,436,20,1223,0
medicine,UCVopmN_bTPpuWbqsUgiJ-sA,Physiology Explained,1,337,11,188,0
medicine,UCtIxp_V2eoAwhlhzx6gpCUw,"Human Body Explained, Anatomy",61,15322,26,161,0
medicine,UCo31GcbcGekyBGnp72Mi67g,The Human Body Explained ⭐,1,13,1,28,0
medicine,UCrrwGrsAsbYOikU_DCW0CyA,Inside the Human Body,81,13207,6,192,0
medicine,UCARg7WRh2mDOynPc9NdagvQ,Human Body Explained,281,23451,43,371,0
medicine,UCcZtATMspRylSP0C2WTp5GA,Human Body Explained ,1,66,4,201,0
medicine,UCU4Cn3yA37lWlhVCGK_gZGg,Humanbody,2,2615,5,23,0
medicine,UCF8wFdOGRfVp_OLCU70z78Q,The human body science,48,28275,27,61,0
medicine,UCmcgyfdEySyKTVVnmR0aqaA,Human Body Secrets,7,5193,5,52,0
medicine,UC5fdT7-2_avTZPgPR_AQtWg,The Human Body Explained,0,738,1,1373,0
medicine,UClgfnThmq6JhlOgdS4YgH-w,BODY EXPLAINED,3,1259,1,8,0
medicine,UCaL_kDOkyx8wbh2pYfO_T7g,Inside The Human Body,0,7,2,190,0
medicine,UCxj0EunXvvBzVf6vi4iPt2w,Inside The Human Body,0,3,2,181,0
medicine,UCc6d123n4dmFNSpAfHgpZvQ,How Your Body Works,0,29,4,40,0
medicine,UCDNbJuclHiNdW0hwDoF16lA,HUMAN BODY 101,0,0,1,1,0
medicine,UCG-N_yYd10uApwXK_bdpbew,Human Body Explained,57,25802,34,253,0
medicine,UCLhW80tFju3s8u1ODm2IjmQ,BioMotion,0,8,1,47,0
medicine,UCvhKTlGYaJt02ARHVjX0MIQ,Human Explained,41,6114,10,1968,0
medicine,UCRBtxiat5gtNGRE210nPUuQ,"The Human Body, Explained",56,29725,41,134,0
medicine,UCFcX2xfEOEsSi68qwHCkGOw,The Human Body Explained,3,2812,11,1329,0
medicine,UCwDGL9vmFbrhWa5aaoXgz6A,Human Body Explained,90,19469,42,139,0
medicine,UCtosWyUiA-E-jQUTyP1ZUvw,Inside Human Body,68,114136,144,223,0
medicine,UCMX2b7TV4zXC7FGflqmYC0Q,Human Anatomy Explained,25,7306,5,98,0
medicine,UC-nbQ4SyGEfOB1PTKKEeLig,Life inside U,145,21467,25,52,0
medicine,UC4mkiDgIBlEoA-eJ7HOvKCQ,how your body works ,0,13,1,89,0
medicine,UCJ6VphabjsU6z2EPNnLJzEg,Human Body Explained,15,5280,32,35,0
medicine,UC8kxOoIU6uTtve0RiZTKm8A,Body Science Explained,433,153017,200,523,0
physics,UCiEHVhv0SBMpP75JbzJShqw,Lectures by Walter Lewin. They will make you ♥ Physics.,1840000,159022918,1695,4189,0
physics,UC78LWRGcNq4E1CQDL_3CAoQ,The Physics Universe,13300,1104057,264,6157,0
physics,UCiGyWN6DEbnj2alu7iapuKQ,Physics Wallah - Alakh Pandey,14300000,3173332438,1701,4565,0
physics,UCz7coKOds-bchXCwZvxchgg,Physics and Nature,1080,203477,435,5326,0
physics,UCIZ5ZOeiXYbmKTl_85ghNPw,Physics Explained,395000,29669673,75,2847,0
physics,UCOfLm6gZGt3vwTMKRg-irhg,For the Love of Physics,194000,14569253,223,3604,0
physics,UCbvIiohqAD2dn0pjwUasYAQ,GCSE Physics Explained,6240,563594,281,3046,0
physics,UCR_usUmtP0Mz_frrohgV63A,Physics Insight,30700,8385034,1047,3861,0
physics,UCtHXRO3puapFK8jrQMqyYJg,Infinity Physics- H S Sethi,25900,3550254,453,2243,0
physics,UC8Z_fpEYLtBu3-OuhJGqLZg,PHYSICS SIR JEE x UNACADEMY - JANARDHAN SIR,41000,3121733,332,2975,0
physics,UCj1gfrsi8H8zTrmR0ft1Kjw,What The Physics?!,66000,6963778,33,3953,0
physics,UCUHW94eEFW7hkUMVaZz4eDg,minutephysics,5970000,588395847,313,5517,0
physics,UC9TEVzOCAb3ddbJ80zcP-Hw,Physics and animation,106000,16568756,174,4049,0
physics,UCFtAsDXpzJVpvgTxnlhHbQA,PhysicsHigh,144000,16019100,439,4002,0
physics,UCwkhjRhv6CHkQa6EiQmcX0g,sachin sir physics,1050000,157250432,4196,5213,0
physics,UC3fVsjOEcQDd0pR1dg390eA,Physics by Prateek Jain,99300,21192597,131,105,1
physics,UCuFEbVNI-ljz5p4RswJgFbw,Imagine Physics Explained,39,3766,38,156,0
physics,UC9PpXgKf2YIgIWKaOLnL9Pw,Physics Concepts By Sir Waseem,4590,198609,233,6202,0
physics,UCmUqTcxmzgnQOTsBSzG6orw,Khan Academy Physics,144000,14789157,61,3651,0
physics,UCHBRhxBvZ-HmmMwZWxgasZg,Physics with Muhammad Arafat Khan,477000,34657516,198,3940,0
physics,UCpMcsdZf2KkAnfmxiq2MfMQ,Arvin Ash,1130000,124080119,442,3036,0
physics,UC0AuiQumtAjtGUKpw4zm3iw,PHYSICS SIMPLIFIED,82,4843,65,209,0
physics,UCWY5wUKKP8q7ytbSfYOEUZA,Explore Physics By Himanshu,24400,1887106,900,4589,0
physics,UCzMZdLC7fAO9L2tK_OMXxrw,Physics Insights,512,14319,27,559,1
physics,UCQmp1YRdjbLNBJfSQX7sYsw,Imagine the Physics,69200,2217009,15,207,1
physics,UCiSRDTm2YIaX78bFibh-CCg,The Physics Academy,10600,1794725,904,2319,0
physics,UCSrwhbt5DQZgTRnlPZ7EwXw,Theory Of Physics - Anubhav Shrivastava,10100000,3764529155,247,2320,0
physics,UCTG_vrRdKYfrpqCv_WV4eyA,Ten Minute Physics,42200,887920,26,2097,0
physics,UC02-e6K7o5_bPw0weXh3W3g,Higgsino physics,102000,15934607,33,4244,0
physics,UC_QHutoygMY_wtS7Hd_dI6g,Physics Explained,15,5399,21,3290,0
physics,UCH2rTXSDD5rJGPs10xERXrA,Physics with Professor Matt Anderson,233000,19880472,741,6299,0
physics,UC1yNl2E66ZzKApQdRuTQ4tw,Sabine Hossenfelder,1780000,366056722,1182,7137,0
physics,UCZSC7wgBq3RSLKoJDfGL0Rg,NoahExplainsPhysics,21700,828496,18,2911,0
physics,UCdo0zvyWnZm75_dJ3wxlQow,MRI Physics EXPLAINED,9250,303641,25,1417,1
physics,UClgIArp_-VKLwa-K2hRdQqw,Physics with Mo Ali,49700,2662476,35,2330,0
physics,UCovNustduOop9mSFB8stY7g,Lectures Of Physics,3060,195834,447,1008,1
physics,UCFtJyYqoMG7h9yRgltyuEUw,RK Physics Point,34900,6054727,217,2021,0
physics,UC_-8t4plgPUNFAEIb9XnvQg,Physics Topics by Praveen,3650,662491,526,4758,0
physics,UCDA3Qbq-ogY7f62fUV-lAgw,Understanding A Level Physics by Dave,5330,537522,377,2388,0
physics,UCCJLDOadGBOYZCTZuZxOtfQ,kvsk physics,54900,6555304,236,2292,0
physics,UCRuQvaHizXQ2wpJr-0yuvjQ,Physics ki Adalat By Er. Mani Sir,367,15446,33,5943,0
physics,UCGfFUc6eWxfbtjYeun6r9xg,FloatHeadPhysics,689000,41471468,330,4303,0
physics,UClYQEijrrJq_SWs1VT082CQ,Physics Explained the Feynman Way,23,2535,28,231,0
physics,UC5_pRFj7f_5bAVCqortnETw,Deep Physics Explained,0,0,2,2,0
physics,UCX4zLK5FDS0Xghp4CsIbZbw,Fun with Physics,343000,92806440,431,2853,0
physics,UCKr7qz5fpglSMIsb_v0K7Bw,Understanding.Concepts.Of.Physics,138,4455,129,295,0
physics,UCP3alkHEJhoxTpy3iVON-lg,Physics with Elliot,222000,11810294,52,1807,0
physics,UCJ0yBou72Lz9fqeMXh9mkog,Physics Videos by Eugene Khutoryansky,1040000,80472259,203,5440,0
physics,UCZzatyx-xC-Dl_VVUVHYDYw,Physics Online,215000,27516356,1262,4273,0
animals,UCe0m2yBfHIgkj4FJqDYwlTw,Wildlife Explainers,2390,331893,38,1146,1
animals,UCAn4Hp0RTOJxbN1DRnhtQBw,Wildlife explained,105,103856,38,67,0
animals,UC97bMqA6HrUEw-yNqssyBrQ,Leo the Wildlife Ranger - Official Channel,3320000,3711196642,1535,3878,0
animals,UCl7fdwRG5ZXirrzoARzIa4g,Wildlife Explained,12,1762,11,1488,0
animals,UCQysr6mQVgjdOfLpU5wtcJg,Wildlife Explained,0,3,4,166,0
animals,UCN-yAOQs5SCrOYH8o1WOjxw,Wildlife Explained ⭐,0,43,1,22,0
animals,UC3W1a6sZbZVSwBdbXZN-pwg,4K Wild Animal Documentary,78,22056,37,6476,0
animals,UCZ-QHWml_3n-UqdBe481l0w,Wildlife Explained,59,1183,9,6746,0
animals,UCTddz2qZQSPW4zN3b2mHyFQ,About Wild Animals,608,262348,165,2847,0
animals,UCJwpGGqO_HRXVksuTOZS0vw,When Animals Attack,192000,52470932,316,1508,0
animals,UCgkPxOZZpiiV00iN1vrjKzw,Wildlife Explained,3,1541,3,31,0
animals,UCFdxdE_ckDUiTGxqG5xQaTw,Wildlife Explained,6,435,7,163,0
animals,UCN7VS7adjymIkORoRlVji-w,Mythic Animal Wildlife ,18,1154,10,243,0
animals,UCvYl6nmfUtu2MeGD78ChNAA,Wildlife Explained,0,26,4,25,0
animals,UCPuVTxBIiO3S9OUoVWmGl3A,Travis DuBridge | Wildlife & Science,3200,822056,66,5327,0
animals,UC51ftA5dYv3WJxjqdO2XAbA,Wildlife Animals Guide,48,41845,48,31,0
animals,UCmnxIjObfh9mRqHOstKOQWA,WILDLIFE PLANET HINDI,118000,15601468,346,1611,0
animals,UC5Yo88QF-chdugJbAnB2tUw,Casual Geographic,4260000,709140648,183,2187,0
animals,UCiwkWn5Q01AX3YdFdLwu09g,Wildlife Unseen Explained,66700,51657871,105,111,1
animals,UCRkHUFpAQZgWBvS2pVqhuyw,Wildlife Story,111000,146012278,314,456,1
animals,UCDPk9MG2RexnOMGTD-YnSnA,Nat Geo Animals,6440000,1830265381,4351,6882,0
animals,UC7VqtXlRmAErdaUagBU_4sQ,Wildlife Gyaan Hindi,31800,2663018,107,180,1
animals,UCiGWlTOOqmLLfDTgMzXL2tg,Animal Explained TV,0,69,1,4,0
animals,UCmgtqj-p_IY9NHvINTLaSng,Pet And Wildlife Wonders,8160,9756170,41,348,1
animals,UCCu94xp9hXXUCbiGGFKNeog,Wild Gravity,2100000,668368077,566,1894,0
animals,UCqm0KH1bERdw-26OiduLwIQ,wildlife knowledge,6370,3784252,154,4657,0
animals,UCexls3bdo5ZVsspaVG6_Izg,Wildlife Professor,16800,5062762,36,4212,0
animals,UChu2QRhE1UQZcrdS5SUk_iA,Animals Explained,2560,391493,25,4063,0
animals,UCZth8cYslVTe1EDo4wW_C5w,Wildlife Explained,42,7372,12,3146,0
animals,UCHIGyHIxijjXZY0AOQAw_rg,Wildlife Explained,3,562,30,197,0
animals,UCJjUlbs-ZEo4draiZzz66sQ,WILD NATURE - Nature animal documentary,221000,53766392,208,731,1
animals,UCBogIykBUyf8eOT_qV5LXyw,WildLife Explained,5,963,17,156,0
animals,UCixA3oO2eb3-xTS6RS04gOg,Animal Wildlife Explained,0,254,1,187,0
animals,UC7nLWwomelvokMZ5XuwnP9Q,Wildlife Bytes,65,20148,44,187,0
animals,UCc9A6CZwM91XXYf9C2P-RJA,Wildlife HuB,496,153906,155,659,0
animals,UCSmhwbKFMdOf_fwCx31lnDg,Wildlife Rankings,2640,270404,19,475,1
animals,UCMBSAfn9kdCJcb5AykjvICw,Animals Explained,127,19449,17,1050,0
animals,UCflM0v3Hh6sjxqItOm11CNg,WildLife Explainer Hub,72,17926,23,107,0
animals,UC-5IzLPW1UQs-YWPsg1cnaA,Wildlife Explained,9,2771,8,83,0
animals,UC0KupAKUSlS-YgbvV8RDS7Q,WildLife Explained,78900,758304,11,2002,0
animals,UCwtYkTSPz_KCobkWdsdFL2g,Nature & Wildlife,2,416,24,69,0
animals,UC8yIOpiI_41vX-8Yw-9iYmQ,Wildlife Explained,10,52,11,424,0
animals,UCufFSyAmF_zl3tjDNfnVrlA,Wildly Explained,32,11761,16,165,0
animals,UCDH93VqSrw5A2DA4p_sw_4g,Explained Wildlife,2,2953,9,157,0
animals,UC3BmhC5Wwmyq6GOlqbJCNUw,Animal Analytics,5800,646385,322,1481,0
animals,UC6q23CQl4-jm6Yyc7czruSw,Wildlife Explained,39,47011,24,3481,0
animals,UC6mhAA94V7Mbw0OX8twlsMA,Wildlife Explained,62,10568,9,216,0
animals,UCMpLlGp6sudB8wLOb23N4ww,Wildlife Hub,965,832928,36,20,1
animals,UCNrRrOoqhMyG8EhLdU9mR4g,Wildlife Explained,0,10,8,352,0
animals,UC9Y5xcWty6bzjWkOrAQqvow,Wildlife Explained ,10,129,1,302,0
philosophy,UCSXcaNNDCZjgh1VHUGV5oBQ,Philosophy Explained,3,169,1,877,0
philosophy,UCKILgUKJZ4GG-EIgGTaLp1g,"Philosophy, Explained",1,92,26,97,0
philosophy,UC8O_h8rLqZXO5kiH1SC26oQ,Philosophy simplified,6270,553629,365,518,1
philosophy,UCp1fkZgvafg05wqe1Rc2UlA,Ontology Explained: Philosophy and AI,5500,135692,88,6953,0
philosophy,UCkKApSeoDBCJP8HDin8ZkmQ,Untangle Philosophy | Philosophy Made Simple,2590,214355,98,1773,0
philosophy,UCNW1rjnMMXhyfZ6XXY3RcQQ,Philosophy Explained,2,1634,3,161,0
philosophy,UCBFeGyW1RMD3SMPHlas7Ihw,Masterclass Of Philosophy ,8540,546356,42,387,1
philosophy,UCZa1Ct__mUvYwSI-0-2bbgA,Kaal Philosophy,6640,448284,34,177,1
philosophy,UCkRQB7KWaqUiWgFBIASOKaQ,Greek Philosophy Explained,1,199,4,24,0
philosophy,UC9r9ONCAPcEFKc0DUJJ68jQ,Official Philosophy ,23200,2275887,121,308,1
philosophy,UC5qDet6sa6rODi7t6wfpg8g,InspiringPhilosophy,560000,136383457,1430,5346,0
philosophy,UCY2MTMaynQ3P7LC6yxCRCbw,Philosophy Explained,0,11,1,1065,0
philosophy,UCFo6TP5J9RulUyCWHFzK4rg,Philosophy Explained,16,879,27,392,0
philosophy,UCObSHXEw16npAvLTvX4-HLw,Philosophy with Kanwal Sir,1030,21640,66,425,1
philosophy,UCdArBbLFK0lL6yYlDVx9XIw,Philosophy explained,2,475,2,381,0
philosophy,UC2PA-AKmVpU6NKCGtZq_rKQ,Philosophy Tube,1670000,132422888,385,4807,0
philosophy,UCsREDGnfVpyEmY1JhEWg6qQ,Ali Hassan,60500,3125638,75,1192,1
philosophy,UCtLTzIYZl0AYSuCwYCCUUcA,Philosophy Explained,2,442,17,3026,0
philosophy,UCpAaVBsACXjESbGOYkynjXQ,Sleepy Philosophy,18000,606821,39,328,1
philosophy,UCbnSEQu6XprT-kUM5nVdOBA,Spinoza's philosophy,27400,1907959,96,415,1
philosophy,UCsEddjeHp9Jr85r-ZcUrDyQ,Philosophy Classnotes,116,10892,168,132,0
philosophy,UCH6x4Orsf--pJ4J9h1paWFw,Walden - Philosophy and (Jungian) Psychology ,2290,163201,59,1982,0
philosophy,UCy4pgVseYQNKFcyZuH3huLw,Philosophy Power,11300,759215,53,5929,0
philosophy,UCsKvdCUj9Ve0m2GYqXu6HDw,Philosophy Explained,8,368,4,1187,0
philosophy,UCmXWDmYfCjocfwoMHrm3D6Q,Philosophy Connect,792,4749,34,1571,0
philosophy,UC_TjLwoo-W59neuIY0b5z0A,Philosophy In Hindi ,50400,3059221,100,568,1
philosophy,UCrkBrW5O3UsMVXRnrlVRGeg,Philosophy Explained!,1440,2579581,12,1290,1
